id;artist;album
nzBorXsYJlc;sleaford mods;key markets
_exc0-Ah5sU;hopsin;pound syndrome
ew8Sfrvob2Y;injury reserve;live from the dentist office
3rSfhouI9oQ;quelle chris;innocent country
znNz2yNBfUo;corpo;titled
3mw44LC6w08;rp boo;fingers, bank pads & shoeprints
nKdHpRBMsG8;the chemical brothers;born in the echoes
ql4NIKTPJOQ;future;ds2
V6cbfRfO67s;ratatat;magnifique
HF9GqC65Wjo;everything everything;get to heaven
_ASR7i5RPKM;tame impala;currents
_id0tOI2Z2Q;nicolas jaar;pomegranates soundtrack
UabYjGe6xSo;lil wayne;free weezy
DjLOULyrVZs;the internet;ego death
7ZXiqlTUHUY;miguel;wildheart
XfiJ9qQxsA0;meek mill;dreams worth more than money
wkvfJbW31Pg;refused;freedom!
Jx1MaLRuVPo;king los;god, money, war
OZEDRusC7Cw;desaparecidos;payola
eF0CZ1ldn0Q;citizen;everybody is going to heaven
94U3CZxIsyA;czarface;every hero needs a villain
q0Flm7jwj0A;vince staples;summertime 06
N4N5E0yp2EA;lil ugly mane;third side of tape
OmCh25XgF9A;thundercat;the beyond / where the giants roam
sS6l2zUu3B8;ken mode;success
sxqtYnLxU0E;mewithoutyou;pale horses
QvnsZyoxXjY;ash koosha;guud
oN6a23b1MrI;hudson mohawke;lantern
ZzqZViemU9Q;denzel curry;32 zel / planet shrooms
qoxjzGypOAA;high on fire;luminiferous
7jKEYrJTVQI;florence + the machine;how big, how blue, how beautiful
QGS7Med4jsA;muse;drones
iUnCdrJFfy0;sun kil moon;universal themes
2fa2GpSFAJ4;jamie xx;in colour
f8Cl5FgMsKY;thee oh sees;mutilator defeated at last
8V0L9Sv18TE;algiers;titled
XuGxAHOUyIw;donnie trumpet & the social experiment;surf
615xR8TVbn4;unknown mortal orchestra;love
Yx9J4diol8s;a$ap rocky;at. long. last. a$ap
nPP1YYoNNAo;hot chip;why make sense?
cSg87drcKlw;hop along;painted shut
YHwE4pMld1c;dr. yen lo;days with dr. yen lo
mnZbtlbBPT8;shamir;ratchet
LO9MLBfOb9c;twenty one pilots;blurryface
t0tJhzj29Zc;prurient;frozen niagara falls
RkU0mRFQ2AI;faith no more;sol invictus
8B4tHaw6Hb4;jim o'rourke;simple songs
qE-RSAy3nZM;blanck mass;dumb flesh
c2HOlow4F0Y;snoop dogg;bush
pFCy16vPT7c;holly herndon;platform
D46urKgzDbY;peste noire;dyable
TBgmf37MGtg;hiatus kaiyote;choose your weapon
VvKeBjz1NYI;the tallest man on earth;dark bird is home
c3PFKqZXmkU;wale;the  about nothing
fIJvY0sOP7E;torres;sprinter
cRekLSSWhtg;kamasi washington;the epic
tTt7YDzH054;blur;the magic whip
BfetFfARwv4;paul de jong;if
6HLTXL-s4J8;colin stetson and sarah neufeld;never were the way she was
8quP0JNiFSg;yelawolf;love story
KdbAYLHLUZ8;tribulation;the children of the night
x6Lis-8oaCU;toro y moi;what for?
pTZXb28CM_U;marching church;this world is not enough
5NptvA4PyEI;alabama shakes;sound & color
Aa2NmA9LlsY;young thug;barter 6
I8ZvRBl6zfA;dance gavin dance;instant gratification
md484TdkZ5c;squarepusher;damogen furies
K9x6-CzjbsA;the mountain goats;beat the champ
YxqQ9e8MYgE;drenge;undertow
MGJyb8YuUvY;death cab for cutie;kintsugi
e2rexvDHPZs;tyler, the creator;cherry bomb
N5Q1qj8qNpc;twin shadow;eclipse
pzeeahvMiUM;tyler the creator;"""fucking young"" (and sorta ""deathcamp"") track"
t5OplI_vGFU;shlohmo;dark red
oX56GvWAGY8;young fathers;white men are black men too
I6wrqIndfJM;courtney barnett;sometimes i sit and think, and sometimes i just sit
mU0Gw0_u1ok;billy woods;today, i wrote nothing
hxfr_YEbfYg;portico;living fields
VDScLq5WdkE;purity ring;another eternity
WG7xw2UiKwc;earl sweatshirt;i don't like shit, i don't go outside
YGN8GB_mnQU;liturgy;the ark work
PHQ5pGHLOXY;action bronson;mr. wonderful
UlLR657vwic;godspeed you! black emperor;asunder, sweet and other distress
JFGKCtnjrDU;sufjan stevens;carrie & lowell
yKyWZeiRe8c;death grips;the powers that b (niggas on the moon / jenny death)
B5OHCV2rVX4;laura marling;short movie
qTmHuavOXNg;kendrick lamar;to pimp a butterfly
k1qQr-X_GLE;ratking;fill  / mixtape
2JVBUPfxD44;modest mouse;strangers to ourselves
DiFm53BrlOE;of montreal;aureate gloom
SUarppg_rwY;muse;"""psycho"" track"
iK9WuSWDc1M;death grips;"""on gp"" track"
AhHAO9_Oxgo;clarence clarity;no now
medwB35qz_A;lightning bolt;fantasy empire
LHShxTVDv7E;steven wilson;hand. cannot. erase.
eEDfCQ0cF-8;heems;eat pray thug
PiW8pFjOIUQ;kanye west;"""all day"" track"
JKM79q5lKVM;leviathan;town
2aX-AqRgjIo;pile;you're better than this
6ygh9uA_blQ;cannibal ox;blade of the ronin
dLV5i15nz4Q;fashawn;the ecology
J6FSd14ATB4;jeff rosenstock;we cool?   ft. cal chuchesta
cw9WIp0np44;swain;heavy dancing ep
OzQmLfChVe4;dan deacon;gliss riffer
GFazQdsIxDw;negură bunget;tău
cKmbySC3V6U;big sean;dark sky paradise
w6bDXhZNHvY;the pop group;citizen zombie   ft cal chuchesta
RmWexPrl6Ys;screaming females;rose mountain   ft. the daily guru
NXwhaTEW9Vc;theesatisfaction;earthee
hehR6VpW-lk;adventures;supersonic home
6XOgZ2qp9us;badbadnotgood & ghostface killah;sour soul
fW60RaP67qU;drake;if you're reading this, it's too late  / mixtape
aSoVb3Wkjak;your old droog;kinison ep
K0OKHJ3K8qs;pond;man, it feels like space again
_TCbKdhYsXM;father john misty;i love you, honeybear
4C2TRjy9oVQ;open mike eagle;a special episode of ep
E_rFDt6hVfc;matana roberts;coin coin chapter 3: river run thee
J5RTivkcdnA;john carpenter;lost themes
MIvCSukQN9c;zs;xe
yREeV_Efnw8;xibalba;tierra y libertad
rajg9r684ik;mount eerie;sauna
ibMp5-ItAFo;title fight;hyperview
rTrT9V6MJeQ;björk;vulnicura
khuhS6vAny4;lupe fiasco;tetsuo & youth
EXux7PJ4fMI;napalm death;easy meat
GhWy8s2oc3E;belle and sebastian;girls in peacetime want to dance
X-qtbMsHk3s;joey bada$$;b4.da.$$
ONikj9CXwrQ;marilyn manson;the pale emperor
46jHFBgvZJ4;panda bear;panda bear meets the grim reaper
O-U2u1zZEeo;sleater;no cities to love
nwy-MpYk9Z4;viet cong;titled
LPoDXPVw2xA;death grips;fashion week
DsI6j_egLdo;roland kirk;i talk with the spirits
wuE3plpz5Ho;kate bush;hounds of love
Xqg8mMorzYM;iron maiden;the number of the beast
uqpCalgg6Sk;kraftwerk;europe express
mvesWVSlyw0;a tribe called quest;the low end theory
8M_Z-HV9dgA;joy division;unknown pleasures
GmzkeqZ3AW8;d'angelo and the vanguard;black messiah
zS4mavnAaiQ;hail mary mallon;bestiary
mlRsRQQ_zsw;og maco;og maco ep ...mixtape
XzBUvxTZfEo;death grips;"""inanimate sensation"" track"
QIRlgm2zkec;foo fighters;sonic highways
ieHgriwZvJ4;wu;a better tomorow   ft. daren jackson
oOhcHU0AoWs;full of hell;full of hell & merzbow
gZDyjNRDu_c;j. cole;2014 forest hills drive
Ib0KEfPQQ7I;ghostface killah;36 seasons
frlWC9ptkX8;the wytches;annabel dream reader
AOhs5HQdYkU;various artists;shady xv compilation  (disc 1) ft. steven francis a.k.a. therecordspins
D9SbjbFwaek;a$ap ferg;ferg forever mixtape  ft. cal chuchesta
5QhXTgpazuI;clark;titled
Zfwb4JxJU7M;andy stott;faith in strangers
yfLG6UBCSEU;mr. oizo;the church   ft. cal chuchesta
mAR0nohgf_k;tvotr;seeds   (tv on the radio) ft. the daily guru
OAbaZQPj97o;i am your destruction;titled
ZyzFR9bCT_E;pink floyd;the endless river
1vBkD8S8kNU;megaton leviathan;past 21: beyond the arctic cell
cNoSHuF5mac;sterilizer;titled
gqmSyACe8do;ariel pink;pom pom
SnGDdI4hkLE;iamamiwhoami;blue
ue5sLcwJpyU;dean blunt;black metal
87YplHEgJ2c;pianos become the teeth;keep you
VBFkzgB-9zQ;azealia banks;broke with expensive taste
JKMyr5J9J-Q;wildbirds & peacedrums;rhythm
EdX73QXbBmk;kayo dot;coffins on io
j8AtABx7z-k;big k.r.i.t.;cadillactica   ft. cal chuchesta
3SA8qhEpSTg;arca;xen
2cOnW7CRGWw;the world is a beautiful place...;between bodies ep
IcU_E2quVBQ;deerhoof;la isla bonita
ktiEB7Svutg;slipknot;.5: the gray chapter
DmjuddymqGM;black milk;if there's a hell below
-JypvZFqPuM;pharmakon;bestial burden
uNgQD02sJYc;botanist;vi: flora
f7xmVw419fs;panda bear;mr. noah ep
ywdF8ixPCQ8;clockwork indigo;clockwork indigo ep   (flatbush zombies / the underachievers)
guCMYIlKSac;royal blood;titled
oiNIJAQWUbY;run the jewels;run the jewels 2
I3tRZOln8KY;dope body;lifer
GOiKwhasaNA;logic;under pressure
EUVXJjKeHek;vince staples;hell can wait ep
JIpJwefNiNo;scott walker + sunn o)));soused
F0FDvjCOCTQ;sir michael rocks;banco
ndeO80edrZA;foxygen;...and star power
RuCv_Nt7Bkk;godflesh;a world lit only by fire
2x3B4W2FVkI;my brightest diamond;this is my hand   ft. cal chuchesta
Uge_eyjwPYw;weezer;everything will be alright in the end
P0C3V8Acjcw;alt;this is all yours
hdLOjt50fbY;electric wizard;time to die
yAksbBrYYsk;childish gambino;stn mtn / kauai mixtape & ep
vac3FDyjb5M;caribou;our love
kU0bLYmMk6M;badbadnotgood;"""velvet"" track"
q_gBZFYXHQI;sun kil moon;"""war on drugs: suck my cock"" track  ft. very naughty nsfw words"
wNussZSa3xU;clipping.;"""something they don't know"" ft. sb the moor, nocando, open mike eagle track"
BEfIWtvNlw8;a$ap rocky;"""multiply"" ft. juicy j track"
vBHEEDUkme8;flying lotus;you're dead
i92M9lzXQFM;sbtrkt;wonder where we land
Up6qz8TLGYE;iceage;plowing into the field of love
Y7seq3mi-hY;shellac;dude incredible
NN1P-fPxZ7U;thom yorke;tomorrow's modern boxes
2IS6hJ5b2_k;perfume genius;too bright
M6eB1cUUQds;interpol;el pintor
T_Xo9WU4vVM;julian casablancas + the voidz;tyranny
hbTZCS0zxIA;milo;a toothpaste suburb
FUvNMHqhBC4;busdriver;perfect hair
r7-5Ct4eQho;aphex twin;syro
ynbx6v23iyQ;banks;goddess
Oycn5qvjymU;nehruviandoom;titled
eEceQPaQz9U;kendrick lamar;"""i"" track"
YXwUeKjG9gI;yung lean;unknown memory
TUPDn9rrY1o;earth;primitive and deadly
-Ig5-BSXy_8;death from above 1979;the physical world
G1XV3yV7jpQ;aphex twin;"""minipops 67 [120.2] [source field mix]"" track"
wANaO05CubY;iceage;"""forever"" track"
Kz-87B9GU6o;flying lotus;"""never catch me"" ft. kendrick lamar track"
uO9NekVxKxc;julian casablancas + the voidz;"""human sadness"" track"
i6Al4qaREwY;the bug;angels & devils
W_wb5Tk9fRs;blonde redhead;barragán
BaIc7rttYEc;opeth;pale communion
4lsuigFrAjY;code orange;i am king
o6Dc8yIZuM0;zammuto;anchor
aXou_Y-8fcQ;ty segall;manipulator   ft. the daily guru
OUzEUsNepC4;travi$ scott;days before rodeo
-9H3gaVgbUs;rustie;green language
K-o3nS4o1Eg;raury;indigo child
b9tESaZ6hFc;pallbearer;foundations of burden
S47nKJ8n0tk;uncommon nasa;new york telephone
-obIKHZvohA;michael cera;true that
7z-GBzgZ9Y8;bölzer;soma ep
HtCwSGD4HMY;armand hammer;furtive movements ep
gt70XZHH5AI;watsky;all you can do   ft. cal chuchesta
d9sGdZvF_R8;antemasque;titled
zI6H-QWAZog;spooky black;leaving ep
LriAU0of3u4;fka twigs;lp1
raY3t5Ukt4k;mick jenkins;the water[s]
XwouQHOyOQA;the underachievers;cellar door: terminus ut exordium
Sy_7oh4_kXw;otis brown iii;the thought of you
A4YA1ugNEaM;porter robinson;worlds
8p4Lcyby3ZQ;partynextdoor;two
0-kjcZRAxcs;spoon;they want my soul
Io2VKXBb-X0;mellowhype;insa  / mixtape
mwy5YyWse4I;jenny lewis;the voyager
LkUQX0Gqo6Q;kyary pamyu pamyu;pikapika fantajin
O5WQNBn9q8g;common;nobody's smiling
cLgarIGTAe0;neil cicierega;mouth sounds / mouth silence  s
kjSTPQQg194;joyce manor;never hungover again
ZWh7Ns1iS8w;how to dress well;"""what is this heart?"""
kG_nR0Pcywg;fallujah;the flesh prevails
yW5O5RREgHo;various artists;coalmine records presents: unearthed compilation
yAvxIjuOF6E;alvvays;titled
pd8EVQgm_DQ;shabazz palaces;lese majesty
GMddfZCiiQ4;morrissey;world peace is none of your business
dbP8F2bnfIc;"""weird al"" yankovic";mandatory fun
LvI4plyRcrs;shlohmo & jeremih;no more ep
Wc1nLKO2daI;la roux;trouble in paradise
NDq4wuxZdh0;the orwells;disgracedland
WciHRKHwBuA;panopticon;roads to the north
qy-tfRCoGGc;deadmau5;while (1 is less than 2)
PiL_FfqyVfk;sia;1000 forms of fear
vekiCfWRstU;wolves in the throne room;celestite
SRC5BGunQ7s;lazer/wulf;the beast of left and right
iPquW4HcwV0;wreck and reference;want
k7x2jymh2RY;pearls negras;biggie apple ep / mixtape
M0EU9vXGHgk;a sunny day in glasgow;sea when absent
3MnBA__QrfY;usa out of vietnam;crashing diseases and incurable airplanes
BqH_kA0BN98;apathy;connecticut casual
Lyf7TP5pdYQ;mastodon;once more 'round the sun
VRclyW74J_k;ab;these days...
r4Wtbsz3EkU;open mike eagle;dark comedy
f-b5PravLXk;the soft pink truth;why do the heathen rage?
2XdD_BJ5D18;caustic window;titled
26axVHigRdY;lone;reality testing
mM3eEJeQih8;zelooperz;help mixtape
VezTFmabGWo;death grips;the powers that b pt. 1 a.k.a. niggas on the moon
SXDRPJLqh8Y;lana del rey;ultraviolence
QVtTjuLERT4;bones;garbage mixtape
9fIpMIsf_o0;mayhem;esoteric warfare
__MzJoGgYLk;jack white;lazaretto
0k_hTuQiU8E;trap them;blissfucker
Blz9I0q2Hq8;ben frost;a u r o r a
Od3bBCq5mkY;blu;good to be home
QZkHxln2jQw;parquet courts;sunbathing animal
Rhxuyujfep8;riff raff;neon icon
FihAfj0FALk;coldplay;ghost stories
su4ZsUDJWcQ;clipping.;clppng
k53xc1uVMXM;eyehategod;titled
VFBMewMCCxQ;sharon van etten;are we there
A46QN81TRQc;owen pallett;in conflict
CvqtFg4CDLc;trash talk;no peace
RQIuDXJTGbc;pink guy;titled   ft. nsfw content and swears
7BByISrInfI;the roots;...and then you shoot your cousin   ft. the daily guru
jQfCJVAwFL8;tobacco;ultima ii massage
fopTU6h2tjU;vallenfyre;splinters
WX1qWv05ILU;chromeo;white women
8NQyDKbGVOg;swans;to be kind
-qsmQxWkiAs;ibibio sound machine;titled   ft. my son
KVD4K6dQ5ss;little dragon;nabuma rubberband   ft. sweet animation from generaldom
CklabgHYnGA;the black keys;turn blue
RjWLVFVlof0;mac miller;faces mixtape
U6Zbc8Q3Jgo;lykke li;i never learn
4-Ds7dKjIRE;damon albarn;everyday robots
h64DvnMaCnU;andrew jackson jihad;christmas island
sVZ5oiYKc5g;badbadnotgood;iii
RO4Gc_tF6Ck;sleaford mods;divide & exit
PhCE3XxgHSQ;ought;more than any other day
d1kwJtkFtwA;future;honest
yS27JEUJXXc;tune;nikki nack
5O52mY0F9LQ;lord mantis;death mask   ft. offensive nsfw  art
rw4YjdWaswE;pixies;indie cindy   ft. silly bars
scJ9fS5S7bo;pharoahe monch;p.t.s.d.
qUFXgTdYBwk;john frusciante;enclosure
71iEgW0ABhY;chet faker;built on glass
B42U6Puyx7U;the hotelier;home, like noplace is there
rJ-GxWyqnu0;carla bozulich;boy
W1APvyVVm-4;thantifaxath;sacred white noise
ku9BgerCj_k;lil herb;welcome to fazoland mixtape
VbXaF5EmTFk;idylls;prayer for terrene
TSgrGqOIXGw;girl talk & freeway;broken ankles ep
-yAzXtjPqR8;cunninlynguists;strange journey vol. 3
xTnE5MpqHvI;todd terje;it's  time
97v_pftI5yM;sza;z ep/  ft. cakes da killa
u8_m_s9NhLk;ratking;so it goes
Fex6mMwSN3c;sisyphus;titled
dXDCTqOPNqs;cloud nothings;here and nowhere else   ft. sami jarroush
dpO20mTsOpQ;avey tare's slasher flicks;enter the slasher house
I4YvFQPplxQ;off!;wasted years
axr3eLz-URQ;tony molina;dissed and dismissed
csJSEJmKjYc;timber timbre;hot dreams
Yc6e--9NCOs;white hinterland;baby
nQ9h3KOYNhY;mø;no mythologies to follow
UuvtAqrcSOo;mac demarco;salad days
mM40Rp0m5AA;nocando;jimmy the burnout
MO_DTx7DOTo;planningtorock;all love's legal
l7ovkjrJFMI;planningtorock;all love's legal
_md4DdqwOtM;yg;my krazy life   ft. big ghost
T2i-R2Bru2s;onyx;town
MBkph9YoG8w;wild beasts;present tense
19ecDCf3iLY;liars;mess
a1eL0IQk5VI;skrillex;recess
UT4gpKs2G8Y;big ups;eighteen hours of static
Zr4YJIqx31c;future islands;singles
lQ3OTq63SDY;the war on drugs;lost in the dream
ZFQzmNCJh6I;evian christ;waterfall ep
zWJVs2acHZg;tycho;awake
H2fc-AaU0Sw;freddie gibbs & madlib;piñata
_7Rfp95Jcw8;la dispute;the rooms of the house
CRPhFCPbrpQ;pharrell;g i r l
s6WkQrRC35c;migos;no label ii mixtape
HdRbrgxxBuU;real estate;atlas
1WP-MMO45NY;white suns;totem
OJF5NhmcWc8;rick ross;mastermind
BrAgo1Qh4uk;beck;morning phase
qP2hHvB4d_Y;st. vincent;titled
FPsrNDt81aM;schoolboy q;oxymoron
L8IsRJlOFzU;sunn o))) & ulver;terrestrials
BxUup9eAILs;temples;sun structures
JQbidnJumDs;artificial brain;labyrinth constellation
ZTIJvNmsQgo;sun kil moon;benji
36W_fuo6k4s;angel olsen;burn your fire for no witness
nzO5rysgAQs;xiu xiu;angel guts: red classroom
J_fZGm7NHbE;glitch mob;love death immortality
oZsH0U3tZbA;step brothers;lord steppington
5pfUULxVoSU;behemoth;the satanist
RzWl53ifcms;isaiah rashad;"cilvia demo  / mixtape / ""ep""?"
D5GI7_pGOJ0;young fathers;dead
7VTfz-V5JeA;actress;ghettoville
NRYIEL8sSdE;have a nice life;the unnatural world
jVQJa_aVypc;an autumn for crippled children;try not to destroy everything you love
qckTUjyzNPg;indian;from all purity
IUd5YFoXCl8;mogwai;rave tapes
0ZA29cQNoQc;against me!;transgender dysphoria blues
I_UR-FF5h2I;silver mount zion;fuck off get free we pour light on everything
MQDRPhGU9_k;murmur;titled
a6tuB0ksw18;nils frahm;spaces
ZKU98ZjIwOU;lee bannon;alternate/endings
ZxB8txjcYzM;xiu xiu;nina
n6xdDoeRlI4;calvaiire;forceps
od6nfOOtyK4;beyoncé;titled
xM2MIevm9Kk;nina simone;pastel blues
voklugoW7e0;prince and the revolution;purple rain
EuokTnCkrKg;fugazi;repeater
IommIsihl6c;johnny cash;at folsom prison
zaumyfPx3Ao;the velvet underground & nico;titled
djD3ed7JwiY;burial;rival dealer ep
OLWOPLSto9s;hellfyre club;dorner vs. tookie compilation
qXvyxrarDxw;future of the left;how to stop your brain in an accident
i2uzq3A9YbU;childish gambino;because the internet
v7F2qoZkNIo;gesaffelstein;aleph
rwZLiOQbEPM;arabrot;titled
8nOe4cyttnQ;hopsin;knock madness
x4of2hBNPpo;da mafia 6ix;6ix commandments mixtape
OlB6Wvq3YtM;sadsic;titled   (quick)
ElxzDYTLs7k;quelle chris;ghost at the finish line
oc5cWsoV3ho;blood orange;cupid deluxe
hwEA9vhpQDA;sky ferreira;night time, my time
gdXGEworpCI;soupcans;parasite brain ep
IhzS6Du5-nI;moonface;julia with blue jeans on
-v5hKxV70-0;m.i.a.;matangi
_g2wiO5w0dc;daniel avery;drone logic
Ca1tyVTGf3w;death grips;government plates
2lR7MWjLGDU;lady gaga;artpop
BVAuofrPpfU;cara neir;portals to a better, dead world
KLSF6OExWec;action bronson & party supplies;blue chips 2 mixtape
XjSjgPvaqgw;the debauchees;big machines and peculiar beings
K2uBdDrUIqU;eminem;the marshall mathers lp 2
wXYj6ExDLaY;black milk;no poison no paradise
tCGtdhEqO8A;four tet;beautiful rewind
tSkKa5OQWfM;sisu;blood tears
I0G9Uw0QVYM;arcade fire;reflektor
XHFtvJ7cPHc;glasser;interiors
Od7fLNhEecM;cage the elephant;melophobia
PxeVDCXOoos;toxic holocaust;chemistry of consciousness
JNyoitGE2cc;afi;burials
OJkmhEfwrnk;shad;flying colours
ZyuHpnylj38;armand hammer;race music
WedevnI57u0;cults;static
ywhjLNIup10;the dismemberment plan;uncanny valley   (quick)
daDLgR6kxSM;eminem;"""rap god"" track  (""berzerk,"" too!)"
YzjLq2AoWv8;tim hecker;virgins
00f6tOy38I8;chvrches;the bones of what you believe   (quick)
u3BWyaejZX8;oranssi pazuzu;valonielu
7UkObDLYo1Y;melt;fetch
bSLHjrxd8GI;fuzz;titled
yo_TlAJmldA;haim;days are gone   (well, a link to it...)
osgjyexGTEo;pusha t;my name is my name
k9X1u7H_JcU;of montreal;lousy with sylvianbriar
h_7zG3XQTSo;darkside;psychic
MapvwWsSYco;haunted horses;watcher
Nb8p-hRWpXE;lorde;pure heroine   (quick)
GYaVI3fLFz0;danny brown;old
313T1dQJ8fk;oneohtrix point never;r plus seven
0sHytIgfhnU;mazzy star;seasons of your day   (quick)
FRHf92JDVSQ;touché amoré;is survived by
nk-QWzy6ihQ;drake;nothing was the same
PVvK_xMD8n0;bill callahan;dream river
jZUq4bsM2VY;flatbush zombies;betteroffdead mixtape
BDEDC-KNewI;machinedrum;vapor city
rmE2I04VFX0;kayo dot;hubardo
C-R3xTRHw9M;mgmt;titled
HJ4X8Zuovrs;crystal stilts;nature noir
V2T25eBfJng;the weeknd;kiss land
TxBRICiy0KU;denzel curry;nostalgic 64
u3qbwIl1l-Q;janelle monáe;the electric lady
28ikdznA3lc;factory floor;titled
02FAk9TYCas;holy ghost!;dynamics
a7VwXB21fQ8;arcade fire;"""reflektor"" track"
oefX916-gYw;chelsea wolfe;pain is beauty
DXl_9cCuaAU;nine inch nails;hesitation marks
Vcjy0dr42gc;arctic monkeys;am
kfGzy69KKe4;dizzy wright;the golden age mixtape
EMYmf-RZql0;holograms;forever
93EA4JIEgWI;jonathan rado;law & order
mU5d-KfXDNg;yc the cynic;gnk
XV6nHQJMe7g;gorguts;colored sands
CYKt8BRwoDc;the underachievers;the lords of flatbush mixtape / ep
9W7aWYbjd6c;dawn of midi;dysnomia
kVZXrqUYKyA;king krule;6 feet beneath the moon
YFTUk2n9QCU;a$ap ferg;trap lord
RrqqzJfc6qk;death grips;"""birds"" track"
aqANxjB58wA;julia holter;loud city song
VfeDoYdR2po;earl sweatshirt;doris
zxL1xbQa20k;no age;an object
FK0W-k8K2ew;washed out;paracosm
ZTneUDSEF2I;big sean;"""control"" ft. kendrick lamar, jay electronica track"
WlKQsXvfcds;toad;endless night
7mDFyxgWRcg;modern life is war;fever hunting
YUJdtb1j1jM;tech n9ne;something else
drEvNUbqbPs;dead in the dirt;the blind hole
sJbkuz8zMyo;candy claws;ceres & calypso in the deep time
Jl9trkoRjMM;sampha;dual ep
VBtBgCyA8BE;alunageorge;body music
Rm2A0VHzeXM;all pigs must die;nothing violates this nature   (quick)
IHXn82SEoLY;ka;the night's gambit
YHg5pYYEjRs;edward sharpe & the magnetic zeros;titled
RmsKkUKturk;arca;&&&&& mix
EC9-QwUEaoc;fuck buttons;slow focus
Pkat6FdK-oU;stone titan;scratch n' sniff (mini)
3YCde5yysF8;hopsin;"""ill mind of hopsin 6"" track"
_MGNJbLc1wI;letlive.;the blackest beautiful
VZ2VfOOAyow;lycus;tempest
xNS2lFLHedE;yung lean;unknown death 2002 mixtape
JbNpHx9cX3I;milo;cavalcade mixtape  (quick...not really)
G_sH1C5MjzQ;mariam the believer;blood donation
dx0GKBjt8io;ghostpoet;some say i so i say light   (quick)
ScrgMsVv5bI;jagwar ma;howlin   (quick)
U-f5nFg-8Sk;autopsy;the headless ritual
YeHgbYZm6H0;james holden;the inheritors
wBgqAKxujkE;jay;magna carta... holy grail
wxH8Q4b-0gg;billy woods;dour candy
qvTJQU4nyqU;run the jewels;titled
TKeH0PM48EI;joey bada$$;summer knights
wM5ShDIxgaQ;jarren benton;my grandmother's basement   (quick)
N1_k2ikvXkc;kyary pamyu pamyu;なんだこれくしょん)
RwthMKGN99A;daftside;random access memories memories remix
GINcxJ20efI;locrian;return to annihilation
EWDeqO7tndU;black sabbath;13
Ce07L512gG4;smith westerns;soft will
2wRSAdDdUS8;havok;unnatural selection
JSjc0XzeImg;j. cole;born sinner
XdiGRpg1Row;mac miller;watching movies with the sound off
O6HlyfasxKE;zomby;with love
IYgx27ANvVo;sigur rós;kveikur   (quick)
lieY0VQtFiE;power trip;manifest decimation   (quick)
7CDFaYbl7L0;melt yourself down;titled
Vns-81egipQ;kanye west;yeezus
KmiwDR2W2T8;jon hopkins;immunity
F4idnSlZeWc;mount kimbie;cold spring fault less youth   (quick)
NUv6sK-7POE;mr. muthafuckin' exquire;kismet mixtape
pyVm1-MZ5Mc;action bronson;saaab stories ep  (prod. harry fraud)
YNR8gi8WxmY;young fathers;tape two  / ep / mixtape
LvZ7ZQ_USuA;primal scream;more light   (quick)
k-37V-1igRw;boards of canada;tomorrow's harvest
cT-jGQ2bpgg;pharmakon;abandon   (quick)
95Y5IyPsMpc;thundercat;apocalypse
98AjeD_2AFc;laura marling;once i was an eagle
w33XqeTSNeg;disclosure;settle
5uvj_3nd5kY;queens of the stone age;...like clockwork
rzolEHmXNBE;deafheaven;sunbather
CDLs0XZiE8A;bibio;silver wilkinson
lNat70LnRuk;quasimoto;yessir whatever
drLldJfKOGs;baths;obsidian
qsyAV70z5K4;the world is a beautiful place and i am no longer afraid to die;whenever, if ever
ijsQkQwNKzs;travis scott;owl pharaoh ep / mixtape /
ev49SUoNyrQ;classixx;hanging gardens
DYjFU8zATdc;this routine is hell;howl
gx6YSnW3tUc;anamanaguchi;endless fantasy
5gDORqcKe2c;the national;trouble will find me
tTUBoFVi-HY;daft punk;random access memories
sEVQ4ZFxZxM;the dillinger escape plan;one of us is the killer
U2oWxvgeboY;vampire weekend;modern vampires of the city
wG034hgGvis;co la;moody coup
0fgfTrHZGlY;charli xcx;true romance
7jZ7aMkv59U;the uncluded;hokey fright
zIIuA6__2RQ;phoenix;bankrupt!
akI3DOvH2OA;little women;lung
vwsM7UihYoY;altar of plagues;teethed glory and injury
pLGKl1e5_WM;chance the rapper;acid rap
fMWT7_SsowU;r.a. the rugged man;legends never die
16QuI9jkn7w;savages;silence yourself
dFDF8bMJ-NA;the haxan cloak;excavation
W3v3SPfkTzE;jenny hval;innocence is kinky
ooUmHvnjmwg;iggy and the stooges;ready to die
MYJHHxjlwOQ;colin stetson;new history warfare vol. 3: to see more light
BSKuO06eluM;deerhunter;monomania
rTiya-mIJUU;soap&skin;"sugarbread 7"" ep"
s0DvP63D0B0;yeah yeah yeahs;mosquito
TJEvrZHcEMY;ghostface killah and adrian younge;twelve reasons to die
oA_9nhU65Ts;kid cudi;indicud
D3ZoR4mwdnw;kurt vile;wakin on a pretty daze
paeXfCrBNqs;phosphorescent;muchacho
dLSyfSJ00VQ;thee oh sees;floating coffin
UO3iVVkcf9A;ghost;infestissumam
7_OZ4Bsyipk;big k.r.i.t.;king remembered in time
7VLIVkZyCgY;makthaverskan;ii
dYLX9FtIzN8;the flaming lips;the terror
D4sv3XN9-Ag;bring me the horizon;sempiternal
vAA_szh6cDg;james blake;overgrown
p5PwUsqFfuE;the knife;shaking the habitual
kCqxe3bhBqQ;the black heart rebellion;har nevo
nzqQJIk4TYo;the mary onettes;hit the waves
aspbCJ68zqY;tyler, the creator;wolf
