id;artist;album
FMfw5VuQgNI;rina sawayama;rina ep
FPeMy9v0_oI;julien baker;turn out the lights
PoJehADEZ4g;joji;in tongues ep
sxISrm03SHk;21 savage, offset & metro boomin;without warning
_bk9VFReGyw;weezer;pacific daydream
ivXWRxoLpfE;big k.r.i.t.;4eva is a mighty long time
h9r1kIjo2aA;fever ray;plunge
zglUexTARC0;the world is a beautiful place;always foreign
Rqji8DgXwcM;yuno: october 2017 (kamasi washington, susanne sundfør, miley cyrus, wu;tang)
tfRfhunuCbI;liam gallagher;as you were
CkA1sSU9MJA;future & young thug;super slimey mixtape
tYtq_39Vek0;joji;will he track
UFvtS9JDllU;lou the human;humaniac
1bkP7n6RhSk;primitive man;caustic
pI4uPs5dLRs;beck;colors
sxssAArYRGA;gucci mane;mr. davis
ft2cMWKc_u8;king krule;the ooz
kupU1_uOmHw;st. vincent;masseduction
5iHufSOWdqg;protomartyr;relatives in descent
rW4C65jSLIo;trippie redd;a love letter to you 2 mixtape
PWsug6Lx-V8;marilyn manson;heaven upside down
IFyq9sXtSRc;poppy;poppy.computer
6GcG0qDqWhY;kelela;take me apart
rWUT9uCl9Es;lil pump;titled mixtape
eir7AorIVXg;uncommon nasa;written at night
datrlt_DGLs;iglooghost;neō wax bloom
Uxmi5AcAFgg;smokepurpp;deadstar mixtape
lI6-C7dwz9k;injury reserve;drive it like it's stolen ep
S-elCjqboo0;the killers;wonderful wonderful   ft. spectrum pulse
Und3xhfJUsU;wolves in the throne room;thrice woven
-9vTnqL7W4s;young thug & carnage;young martha ep
sviePujguak;chelsea wolfe;hiss spun
mJAD92rWdZI;macklemore;gemini
-K0wHtAc1t8;godspeed you! black emperor;luciferian towers
EnGPUH911nU;rapsody;laila's wisdom
ZWjmQ-6OcSI;foo fighters;concrete and gold
NOvcBmZCRJ8;myrkur;mareridt
bdiGlNbz_Qc;open mike eagle;brick body kids still daydream
n8_qk3FrFjM;daniel caesar;freudian
Hlx4ONMtRFY;ariel pink;dedicated to bobby jameson
OtC4THSrbQ8;brain;i'm brain ep ft. lil dicky
odQcHCsW2YA;the national;sleep well beast
zSoh4uADfus;nmesh;pharma
BD7fSbQ01bs;alex cameron;forced witness
AL5dCMlhtRg;corbin;mourn
W9ysTOF7S8Q;alvvays;antisocialites
6RymqLslg7s;zola jesus;okovi
AuEKWOh8_HE;death from above;outrage! is now
aSUpgoYKZv0;wifisfuneral;boy who cried wolf mixtape
cPIJXJZH1zk;bicep;titled
OlCJ_BlisoY;action bronson;blue chips 7000
0evHtpLFM9k;lcd soundsystem;american dream
e1iCnyireF8;the war on drugs;a deeper understanding
LG9gDRVM6QQ;oh sees;orc
qbh0s7OCZOE;a$ap mob;cozy tapes vol. 2: too cozy
q9yUTGIXRxM;queens of the stone age;villains
GiStPHGw0lo;brockhampton;saturation ii
cmYXxJs0uCk;xxxtentacion;17
ci62GfOm-t8;lil uzi vert;luv is rage 2
tjati_HVw5s;grizzly bear;painted ruins
dge1w2xQ-8A;king gizzard & the lizard wizard w/ mild high club;sketches of brunswick east
jbODBiZb808;everything everything;a fever dream
Iju3kpyFTFU;a$ap ferg;still striving mixtape  ft. shawn cee
I_UJ-3yakDg;brand new;science fiction
nhndrX8cktI;alice glass;titled ep
4DyJIw58zFo;kodak black;project baby 2 mixtape
8rJxsKJm6KQ;lil b;black ken mixtape
6q7UpIFY6xg;lil peep;come over when you're sober, pt. 1
nubYmxtTlVk;richard dawson;peasant
MyQ0O5jlyoo;milo;who told you to think??!!?!?!?!
So6aG1iLdjg;kesha;rainbow
aEJu27tjvcI;igorrr;savage sinusoid
8qqWsWdvjIw;dead cross;titled
1fvl1Yigl9A;ski mask the slump god;you will regret mixtape
2HU9fnoqGtY;black lips;satan's graffiti or god's art?
r3OLn4vaBzw;ugly god;the booty tape mixtape
7Aqu9Mo42XQ;oxbow;thin black duke
N65_VUOVT6o;dying fetus;wrong one to fuck with
GlSqTuuvfdg;vic mensa;the autobiography
wpOna_7hIzM;aminé;good for you
CSLAZM54ZcQ;arcade fire;everything now
mFeDwNwEK7k;nine inch nails;add violence ep
QqwXu96_ZNc;dizzee rascal;raskit
0fgpP3u_sUs;shabazz palaces;quazarz double
fSfLoZ-L2gQ;integrity;howling, for the nightmare shall consume
5YF9p9ywoF8;lana del rey;lust for life
mlLqB2lxii4;tyler, the creator;flower boy
mlDLwLq3q-s;pissed jeans;why love now
ymkvtN3aVkk;billy woods;town
jp0Z2IDfvOo;toro y moi;boo boo
WXpbp3x0X_I;beach house;sides and rarities compilation
ZwKvfRTE6Pc;broken social scene;hug of thunder
qyFbsYI8nCc;haim;something to tell you
eqEPZaPOaIg;21 savage;issa
NOnVXp-n-pQ;jay;4:44
luMD_geVp_M;denzel curry;13 ep
320eVDw8UGM;calvin harris;funk wav bounces vol. 1
kJmjvul_6sw;guerilla toss;gt ultra
pejfwSOez5w;portugal. the man;woodstock
Kum_z3Mvh8k;dj khaled;grateful
2xKdxJYSns4;algiers;the underside of power
-J85naYNmck;fleet foxes;up
YAmxuIITQeA;vince staples;big fish theory
ymZpSOlOUSs;king gizzard and the lizard wizard;murder of the universe
H7Jh2STd06A;2 chainz;pretty girls like trap music
oM9eEHyr2xI;the i.l.y's;bodyguard
hDYjI2WpMe8;elder;reflections of a floating world
WxY7yOmZs4w;lorde;melodrama
AnqPrqA23lg;the mountain goats;goths
AoLy1rgowWg;the underachievers;renaissance
bus8_zwTQD8;young thug;beautiful thugger girls
sFZgERqFK4g;kirin j callinan;bravado
iNGIJ0GG77o;sza;ctrl
yuKEu22_lcM;sufjan stevens, et al.;planetarium
yxPYzOB8rew;katy perry;witness
iBHjkRZQbv8;brockhampton;saturation
53Nve24_204;omar souleyman;to syria, with love
SWPNCQYO4uw;bleachers;gone now
vQAKOLE_JR4;beach fossils;somersault
hCy3_Fosq2g;roger waters;is this the life we really want?
ka1Ko6n9FW0;alt;relaxer
UNMoeUn98u8;gucci mane & metro boomin;drop top wop mixtape
tSLUWz43kzA;bryson tiller;true to self
diDkeBYKvK4;sinjin hawke;first opus
Gjx2OBFrUAE;lil yachty;teenage emotions
mNSkoLmqTGc;snoop dogg;neva left
JdvrP_nJYYw;wavves;you're welcome
SVdIzy6ck5c;linkin park;one more light
3ghLdT_YaF0;(sandy) alex g;rocket
7hT759rB8G0;death grips;steroids (crouching tiger hidden gabber megamix) ep
2w4wi19KBEE;b.o.b;ether
z5BqausZu0E;forest swords;compassion
eGYRq0ywrq8;paramore;after laughter
A8ObXvF_vhg;harry styles;titled
6GDPN4Hs_44;perfume genius;no shape
GFynn8SlDUo;at the drive;in•ter a•li•a
pgqm2QdIFXs;chris stapleton;from a room: volume 1
Vnc2tB4Jlmo;slowdive;titled
h2XMQrZ6Ywk;full of hell;trumpeting ecstasy
ICvyW5xGZgs;mac demarco;this old dog
jESJJrA5a98;logic;everybody
Z3Yirj5sooU;wale;shine
jeHGfiHDwxc;cashmere cat;9
WfkRmx6EAPY;colin stetson;all this i do for glory
AKBopAbun5g;feist;pleasure
Uooqk3B0kC4;gorillaz;humanz
a1PdNaCJ_M8;the smith street band;more scared of you than you are of me
gRsUzx4N8VI;gas;narkopop
OnVcHeX-mww;frank ocean;lens ft. travis scott track
et2s-u3KFbc;timber timbre;sincerely, future pollution
KFGo3SWOlKo;the magnetic fields;50 song memoir
FAYdije-kSw;pile;a hairshirt of purpose
YfdBfEFfg3M;playboi carti;titled mixtape
RIGINiBYxis;kendrick lamar;damn.
nyQfrJRTYSo;the chainsmokers' memories... do not open;the chainsmokers' memories... do not open
IZxa8FaUYOw;arca;titled
u2B3Dzu5pa0;joey bada$$;amerikkkan bada$$
4NzqALD8oCk;future islands;the far field
nO89Wos0Hv0;father john misty;pure comedy
sL64D1lm60I;harry styles;sign of the times track
6ez_UWgmoh0;j.i.d;the never story
J8CtI2Xcwqs;kodak black;painting pictures
bbS0PRslyJs;mastodon;emperor of sand
ZgT57CPrmFI;freddie gibbs;you only live 2wice
9Bm2mwJVvsg;goldlink;at what cost   ft. shawn cee
JxVBmNpYtYM;ibibio sound machine;uyai
HCSMKDtaZ10;kendrick lamar;humble. track
1GRf65B6-Qw;ondatrópica;baile bucanero
B6Pyfe5yrtc;pallbearer;heartless
NjbWyn-h-Oc;mount eerie;a crow looked at me
qoSOmF_PWw4;remo drive;greatest hits
vhhhIykGjRU;havok;conformicide
VXlghM-qUq0;spoon;hot thoughts
X_uhiacU1k4;real estate;in mind
dqZywmtj3yc;drake;more life playlist
l3XdmBBO9k4;rick ross;rather you than me
iFE1bkuBotk;your old droog;packs
bHZ10YR3npo;laura marling;semper femina
yTYsVjeoe-Q;idles;brutalism
lpA54RhgWEA;blanck mass;world eater
dePHKrFDZvE;charli xcx;number 1 angel mixtape
31191e2d0kE;ed sheeran;divide
QUGTCKrC-qc;sleaford mods;english tapas
otyLHbEfRDQ;xiu xiu;forget
i1UVfTixFKw;king gizzard and the lizard wizard;flying microtonal banana
8grYlwFrN9o;dirty projectors;titled
9NliOip-0tY;power trip;nightmare logic
zPMU0w-XaPw;thundercat;drunk
3kFmkDNp1fY;future;hndrxx
GUerNUwHLS0;jens lekman;life will see you now
kYVQR4cdSQ0;animal collective;the painters ep
vEl7_Pt6y3Q;flume;skin companion ii ep
dvcM8-25H38;jonwayne;rap  two
Jr9jPD4nUBI;future;titled
ySP4iNetZqU;sun kil moon;common as light and love are red valleys of blood
WcuNF95EUls;quelle chris;being you is great, i wish i could be you more often
mubiVMY-EpM;jesca hoop;memories are now
ZHndE4sxrh4;lupe fiasco;drogas light
dF_sjtxbeek;paul white ft. danny brown;accelerator ep
ORRDA5YFhcc;sampha;process
jxSVnQed0OY;iron reagan;town
jbxpNHEWfao;big sean;i decided
BDnYIjhaSzc;bedwetter;flick your tongue against your teeth and describe the present
oDEEOvaaBNE;ty segall;titled
WVuO8d3fgOc;migos;culture
sj-0ya-ePq0;william basinski;a shadow in time
w_jO52l-8ok;neil cicierega;mouth moods
Su7lhOHdGEY;foxygen;hang
dPd6iYPtwCA;wiley;godfather
s_uW6a9xwmo;yucky duster;duster's lament ep
m8rY_gfWOsI;code orange;forever
7jxJ-R8w5ro;the flaming lips;oczy mlody
j2ngzOddzew;the xx;i see you
2cx5XI8cjiA;little simz;stillness in wonderland   ft. tabby
wQ3EDk6Ku5M;unkle adams;original not good reaction ft. chris ray gun
wQ3EDk6Ku5M;unkle adams - original  reaction ft. chris ray gun;unkle adams - original  reaction ft. chris ray gun
UY5cqI-Nhu8;david bowie;no plan ep
J_EXmjacmOc;pink guy;pink season
avhktqd82tg;nine inch nails;not the actual events ep
7K38cdHSdMY;emperor;in the nightside eclipse
Wn3qNbJgRJU;tom waits;rain dogs
JboovPNjOXs;talking heads;remain in light
jFSJnr1rktI;outkast;atliens
DvlnYSvvqpU;captain beefheart;trout mask replica
ktFcXYmy2Fc;run the jewels;run the jewels 3   ft. bigquint
IAHgAEpNF5I;kid cudi;passion, pain & demon slayin'
jGfK-R4rKxY;injury reserve;floss
HldIcbmkLvg;post malone;stoney
W4A0ViBBnrk;ab;do what thou wilt.
c_A7jwZypEQ;j. cole;4 your eyez only
zAlIMc8I0ZQ;blank banshee;mega
__PxaWntvhg;metá metá;mm3
9pXNow58ECU;common;black america again
BwC-hYrfKV4;childish gambino;awaken, my love!
6qadB8VyBRo;the wytches;all your happy life
VvaS80m7L70;sleigh bells;jessica rabbit
Yv4z3I-Auww;czarface;a fistful of peril
qfG_-m51_7Q;thee oh sees;an odd entrances
38VsnLom3wM;deathspell omega;the synarchy of molten bones
9D3xjKDBsyI;the weeknd;starboy
Y7cCytQCaAM;metallica;destruct
U_PyyvgFLLI;justice;woman
aqiM-PY4MpI;bruno mars;24k magic
k0vMdRfwFxY;a tribe called quest;we got it from here... thank you 4 your service
JN5QgkI0RpM;marching church;telling it like it is
vfMP52k1Dv4;kero kero bonito;bonito generation
c05iUg0Xj7Q;tove lo;lady wood
7X6qA1k3W7Q;swain;the long dark blue
YBDMukNKBKg;wormrot;voices
-1xtW1YAfUo;a$ap mob;mixtape
sKTSgxz-aKg;korn;the serenity of suffering
bv_MI60ZMUQ;d.r.a.m.;big baby d.r.a.m.
kAOw5dpeaus;conor oberst;ruminations
zebg8WhUU3Y;lady gaga;joanne
-0rkRvKZAcM;the game;1992
E6WtycT5NQ8;the dillinger escape plan;dissociation
-hnhEGWxbOY;crying;beyond the fleeting gales
wqBQhv6OUMg;jeff rosenstock;worry
uw4Ikdcjpgg;american football;titled (lp2)
mef_vPjiRU4;nxworries;yes lawd!
w159jTHrzt4;green day;revolution radio
ejL8k6Qri4g;meshuggah;the violent sleep of reason
8yVjQqOESzI;oathbreaker;rheia
pB85HT19h4w;solange;a seat at the table
3TKlogHjZso;brain tentacles;titled
D86O_TGb45Q;ty dolla $ign;campaign mixtape
ti-uAwBKP90;banks;the altar
vdmzHJ8QsJs;regina spektor;remember us to life
P8yjUYbfRb8;nicolas jaar;sirens
BjLa2rN4AzA;bon iver;22, a million
yrmgkbBSTKE;danny brown;atrocity exhibition
arcOA1XQZMU;neurosis;fires within fires
cmfv7f-0Mbk;mick jenkins;the healing component
L3E0kq9YkjA;the worst album of 2016 (corey feldman;angelic 2 the core) []
1qGj_m4V3Ms;wilco;schmilco
L-ZQEUZxtZM;preoccupations;titled
RYWCHEJV_CI;touché amoré;stage four
Ckz7LtXSHo4;ghost;popestar ep
PyLi_BCFYsI;street sects;end position
vDzb4npeozE;mac miller;the divine feminine
Vz2YokGxlT4;nick cave & the bad seeds;skeleton tree
vlls8lQNgi4;m.i.a.;a.i.m.
YUtwxblNMOY;de la soul;and the anonymous nobody
WtG5VhDBk9Y;$uicideboy$;eternal grey
J_LvLhFq2IU;clipping.;splendor & misery
S4XyD506RrY;trisha paytas' showtime ep;trisha paytas' showtime ep
fWxQJiyLK1k;glass animals;how to be a human being
DY_SrcWzRak;isaiah rashad;the sun's tirade   ft. luke james
XkUtee1lF3I;of montreal;innocence reaches
iAfxeKWphdg;angel olsen;my woman
f8oMW4yqh_o;travis scott;birds in the trap sing mcknight
MdGbp6dtNhY;vince staples;prima donna ep
GloclhybVlQ;young thug;jeffery mixtape
TtqyDOj5Js4;carly rae jepsen;emotion: side b ep
dnkjfA3anDk;ka;honor killed the samurai
yegJB-LEtrg;gonjasufi;callus
IjyhNVPVV0A;tobacco;sweatbox dynasty
eLfbvBCavtM;ajj;the bible 2   (fka andrew jackson jihad)
EmAp9HUWu_0;crystal castles;amnesty (i)
iKvC10hmVnU;frank ocean;blonde   (endless / boys don't cry)
uIooSLzxH-8;thee oh sees;a weird exits
dYPX3Y0XriU;rae sremmurd;sremmlife 2
xmGcoPn08jg;partynextdoor;p3
Pq3J2noL6tY;lil uzi vert;the perfect luv tape mixtape  ft. d. respect
G0S8teWZy3U;jpegmafia x freaky;the 2nd amendment ep
amGvfPpr5go;dinosaur jr.;give a glimpse of what yer not
S8BpvVYuqgk;noname;telefone mixtape
kVA3PTb_958;skillet;unleashed
Htt3TnkMwPY;ghoul;dungeon bastards
_OkqJVoI3fo;descendents;hypercaffium spazzinate
Trb2KK-Ui7c;2 8 1 4;rain temple
2QSAf3CP7Mo;show me the body;body war
f1vo4v11Qck;bones;paidprogramming2 mixtape
EU1PzBC1LMY;dj khaled;major key
vv9_gySpshg;kemba;negus
55l2Junftxo;roy woods;waking at dawn
KN8p1OCNy94;$uicideboy$;radical $uicide ep
5IPI4P2IRmA;gucci mane;everybody looking
Cqf5i2t2Hkw;lil yachty;summer songs 2 mixtape or
3OzfNaYcoVo;bat for lashes;the bride
wuXJWdS9vNc;the i.l.y's;scum with boundaries
YPx2dv4nR98;21 savage and metro boomin;savage mode
wk0nPWE6wfY;apathy;handshakes with snakes
T8awRqOAZMc;clams casino;32 levels
T0TQ5e75qx8;schoolboy q;blank face
uw9gtldMQfs;badbadnotgood;iv
LKQqAr4D9Qg;woods;city sun eater in the river of light
6k5bkCY0ims;deerhoof;the magic
BLDUp1DAsf4;blink;182's california: not good
BLDUp1DAsf4;blink-182;california
jV4EmFzc47A;the avalanches;wildflower
IIH01362IH8;logic;bobby tarantino mixtape
SCJ57ntrIQQ;blood orange;freetown sound
5lBwkRsID1Q;desiigner;new english
_PXWBSJGAag;case / lang / veirs;titled
7A3P3bGcC8c;riff raff;peach panther
osgQqOgJGtw;red hot chili peppers;the getaway
yD2k3gOj9U4;kodak black;lil big pac mixtape
tZv3A6_wxrI;swans;the glowing man
ziYDeoP0ai8;clipping.;wriggle ep
ddkcwXO8Wk4;jon bellion;the human condition
ETXH-YdlXUE;nails;you will never be one of us
-R0ZrESv178;yg;still brazy
7pJ3EFwY1Pw;david bowie;the rise and fall of ziggy stardust and the spiders from mars
hfHWgzkRtUs;the microphones;the glow pt. 2
hJvihpuvPbg;yes;close to the edge
r9gIGBuF6ao;nirvana;in utero
DjVrJ1kSmRA;nas;illmatic
4dsfcdje6rA;patti smith;horses
DVcxvDjmL3E;xenia rubinos;black terry cat
4WUd8aqZ6UY;joey purp;iiidrops mixtape
cAUErg7-dGg;olga bell;tempo
Ar0B5Qcpqgc;vic mensa;there's alot going on ep
k4GIbeZzyIM;the avalanches;frankie sinatra ft. danny brown & mf doom track
eImoMBuxLyk;flume;skin
3DzaDySzer4;death grips;more than the fairy ft. les claypool track
190SH2l-ulk;pup;the dream is over   (asmr style)
iEO6FWFByFY;moonsorrow;jumalten aika
EEyuuVLuElc;marissa nadler;strangers
73Kl42LqEqM;car seat headrest;teens of denial
508UImyIFu0;modern baseball;holy ghost
kgTq2cC2kUM;kvelertak;nattesferd
lgnyb1PGcWk;kaytranada;99.9%
hYHaK_6IOAk;chance the rapper;coloring book mixtape
Ml54onIX-LU;anohni;hopelessness
MCAtnOD59Rw;gorguts;pleiades' dust ep
leVsj_X8yF8;post malone;august 26th mixtape
SDvIm8A9_-I;skepta;konnichiwa
WOCe4jXeDcY;james blake;the colour in anything
f54M6_5201I;vektor;terminal redux
S35v1xtzdbk;radiohead;a moon shaped pool
4EvKa3-baDI;lil uzi vert;lil uzi vert vs. the world mixtape
IQjPWxS59rA;death grips;bottomless pit
kTqcOApCL8M;aesop rock;the impossible kid
NGUVt3g2J7I;king gizzard & the lizard wizard;nonagon infinity
lnjsDK73jgI;radiohead;burn the witch track
4_U0dGWBHyY;drake;views
SdfSu2LKucs;xiu xiu;plays the music of twin peaks
mkUxFB6jbDc;beyoncé;lemonade
fkZ_8Zvy9Y0;a$ap ferg;always strive and prosper
h_vuv0Oq6jQ;sturgill simpson;a sailor's guide to earth
7p4aLyHdp04;spark master tape;silhouette of a sunkken city mixtape
bRXD2P6UV7M;deakin;sleep cycle
RgzSqtBoP2Y;pj harvey;the hope six demolition project
LpX2hzik6Rw;m83;junk
vruPJVIfa2s;parquet courts;human performance
bfsooZS6v50;deftones;gore
fn6CgvrVAmw;tim hecker;love streams
GlAsfhqp7E8;babymetal;metal resistance   ft. digibro
ollymEkLEyk;babyfather;bbf (hosted by dj escrow)
zfDFz8OmgzE;open mike eagle & paul white;hella personal film festival
Q7PJ9zTAqQQ;explosions in the sky;the wilderness
5aJQIfMufns;ash koosha;i aka i
GtvpT_PO7-4;drake;"""pop style"" and ""one dance"" track s"
TJNRymZmcfY;weezer;titled (white)
jodE2aQpwNw;domo genesis;genesis
wPR7j3RQDYo;various artists;southern family compilation
AYfYvYdlxmc;black mountain;iv
tdGi7dP5zwg;zayn;mind of mine
9MwGVZ9vIbI;young thug;slime season 3 mixtape
qVG21PSiNKA;kano;made in the manor
cGmrG1JAYaQ;the body and full of hell;one day you will ache like i ache
huLP9XM5bok;baauer;aa
7bJL72EL-4U;lil yachty;lil boat mixtape
O-Q6A-xxPlY;the drones;feelin' kinda free
u_sQjEc8--c;iggy pop;pop depression
VStEfKTZd18;denzel curry;imperial
pZzjXiRUDHw;flatbush zombies;3001: a laced odyssey
avUPRabkegM;oranssi pazuzu;värähtelijä
adbXzyNy2lk;bas;too high to riot   ft. luke james
Ln4zXfzJX3I;lemon demon;spirit phone
zyVECdLF2pc;the 1975;i like it when you sleep, for you are so beautiful yet so unaware of it
J3dF8yhnsu0;mr. yote;the terrible tales of scurvy jones ep
ihEG6ut9bWU;big ups;before a million universes
aZc8DokL7PI;wild nothing;life of pause
bLmPfVNEbYM;charli xcx;vroom vroom ep
4fVUAWDmvUw;macklemore & ryan lewis;this unruly mess i've made
KoTfcR2QKGs;yung lean;warlord
orERYdw_JsU;matmos;ultimate care ii
8aApVlBDQ14;joey bada$$;"""ready"" (prod. statik selektah) track"
s7a8WB6lvHI;nevermen;titled
Bn_CTDEucco;santigold;99 cents
UfpcP9JIxqo;animal collective;painting with
zVlcqnrWUT8;porches;pool
hm7jy9HNl3w;kanye west;the life of pablo
oZCWposs7do;lucinda williams;the ghosts of highway 20
9wxdMu-73hw;bones;useless mixtape
C3MiVqatUl0;majid jordan;titled
M082_esTTsc;future;evol
2rXdOEULv9A;beyoncé;"""formation"" track"
81m0BlDyRtM;death grips;"""hot head"" track"
k5c3-No41Ww;young thug;i'm up mixtape
2RokOnZwjWc;diiv;is the is are
tKXfLbBmYlo;bloc party;hymns
-s-U06o04KA;rihanna;anti
yRQ1QZs7Q0w;massive attack;ritual spirit ep
NkEYtSa44z4;chairlift;moth
VhZH6xAzlY8;pop. 1280;paradise
3KciKKu7XP8;b.o.b;"""flat to fact"" track s"
MYpS04XovqU;megadeth;dystopia
Qx7TFoR8UD8;macklemore & ryan lewis;"""white privilege ii"" ft. jamila woods track"
wzI3LfeUGRw;savages;adore life
YFQvT0-mefs;daughter;not to disappear
3lTOkT7BaD4;jesu / sun kil moon;titled
Kr_akDq7CMY;anderson .paak;malibu
b8Z-QjxkZLU;kanye west;"""no more parties in la"" ft. kendrick lamar track"
CvPp5zP6ybA;ty segall;emotional mugger
7HGvtP1so68;boots;aquʌria
uNb39wzdP9U;meridian brothers;los suicidas
3EhF9CZmPHs;hinds;leave me alone
AZD9mJ_yGIQ;david bowie;★ (blackstar)   [r.i.p. bowie]
iQHRtkgi2wQ;kanye west;"""real friends"" track"
cS0bI-chYN8;benjamin clementine;at least for now
JEWru_PBRoc;lil ugly mane;oblivion access
9lnvCOLgQys;kanye west;"""facts"" track"
kXv60xh04aA;krallice;hyperion ep
-mQ5Rj2pyKM;cage the elephant;tell me i'm pretty
QaMpiKZh1fc;radiohead;kid a
ZNzEdcOMSiI;dj shadow;endtroducing.....
IgSqLCEW58E;n.w.a.;straight outta compton
LjNtySatBm4;slint;spiderland
apXInrB6Bh8;bob dylan;highway 61 revisited
_55TxraLHuc;tangerine dream;phaedra
Oi-8UNm9d7U;pusha t;king push – darkest before dawn: the prelude
82-PFGvojgU;baroness;purple
Numr-bT7e6w;willow smith;ardipithecus
DHaaMg8Owl0;christian scott atunde adjuah;stretch music
Djrg-_jfGis;beach slang;the things we do to find people who feel like us
1_TJwc1nFyo;wiki;lil me mixtape
aPS63VGQ8Bk;archy marshall;a new place 2 drown
nuxmYZM4wOA;g;when it's dark out
B184impG_HQ;cavanaugh;time & materials
twoje8x5-R4;coldplay;a head full of dreams
mciOgnITYyA;erykah badu;but you caint use my phone mixtape
y-BGmO5CeHc;sophie;product compilation
CJDcbwpsjU0;kid cudi;speedin' bullet 2 heaven
cICwHv2Pn-g;james ferraro;skid row
pNlMZ7FIz8o;sunn o)));kannon
1PINCtslDvI;animal collective;"""floridada"" track"
FExNHGFlRX4;jon benjamin;well, i should have...*
sNmdm1s4SyM;waka flocka flame;flockaveli 1.5 mixtape
5mBj9dN-8Po;arca;mutant
CfthjMEdEm8;freddie gibbs;shadow of a doubt
kBBMds9cP6Y;adele;25
nL5cIxUHwG8;ty dolla $ign;free tc
PlXuagqoP5I;king gizzard & the lizard wizard;paper mâché dream balloon
Aj7zSILtOYg;anna von hausswolff;the miraculous
p0Mf2bOioec;justin bieber;purpose
WyLYH0s9rHM;logic;the incredible true story
tqsAhkiDVW4;revenge;behold.total.rejection
Y65MsRxYYAs;the garden;haha
2eRDcCJFhX0;goldlink;and after that, we didn't talk
kH4xS9EFZGE;busdriver;thumbs  (mixtape?)
hVjTEGUsl_w;kylesa;exhausting fire
bRDENHaT2lI;grimes;art angels
LiMbXbv2nI4;car seat headrest;teens of style
IvKLOel4jhg;panopticon;autumn eternal
ZcpAk1pu7MM;m.e.d. blu and madlib;bad neighbor
c4ehpj0Yk9E;iglooghost;chinese nü yr ep
eq5naPgB3k8;foxing;dealer
DN7WJIVXX-M;kirk knight;late knight special
PC1_k2jhCTk;twitching tongues;town
B8b-IAwaudA;protomartyr;the agent intellect
afMOGoaN47o;machine gun kelly;general admission
GasAQC2TVcA;joanna newsom;divers
ChDzL7bpI3M;uncommon nasa;halfway
tvavZJRfxH8;the game;the documentary 2.5
HJr7UTqO2Q0;raury;all we need
AA3c4mTl8A4;adele;"""hello"" track"
_ygkBblLHTE;big k.r.i.t.;it's better this way
nPtocY4kuLw;deerhunter;fading frontier
5yl6jZ0Ac0o;beach house;thank your lucky stars
bSF5oUGtqqs;neon indian;vega intl. night school
3e_yNhZMXMU;the world is a beautiful place & i am no longer afraid to die;harmlessness
y8JUeP3ODic;chvrches;every open eye
jBXlxCnGXks;new order;music complete
ZLd80ase-GE;alex g;beach music
KfSSnCZCIqk;the game;the documentary 2   ft. luke james
TdwoYwB_0hk;loma prieta;self portrait
euPwooYyB-I;disclosure;caracal
Db-XqhdOaE8;wavves;v
hDBXZOCsZKI;kurt vile;b'lieve i'm goin down...
aNVJtxegMJo;fetty wap;titled
BrYKiJM8Cx8;black breath;slaves beyond death
B0QFxNYgukM;run the jewels;meow the jewels remix
yE60qIXvHYg;deafheaven;new bermuda
Cu4vSPiwoQw;milo;so the flies don't come
A1z6FLD8yCo;the front bottoms;back on top
PTNTqWto9yA;julia holter;have you in my wilderness
5tkJ1fjgmSI;ought;sun coming down
VqPV3WIfrhU;drake & future;what a time to be alive mixtape
VeJkVOFZfsk;lana del rey;honeymoon
dTf9UyRFMI8;mac miller;go:od am
0YXDSg3PmzY;the underachievers;evermore: the art of duality
EbBnSnO_f0s;battles;la di da di
iu3A2oobvDI;the libertines;anthems for doomed youth   ft. the daily guru
mnD2O7RsqcY;whitey morgan and the 78's;sonic ranch
P5chMXYVv1g;jay rock;90059
zfnPiWbGacg;myrkur;m
dZNbP2WerLA;fidlar;too
75rHMYjYs-c;the wonder years;no closer to heaven
bS3S9siJqdc;iron maiden;the book of souls
CTgwX9ZbsCs;dam;invite the light
q6t5wV7xmVM;travis scott;rodeo
4J4GjCE_KPw;miley cyrus;miley cyrus and her dead petz
GI6S--qXc2M;foals;what went down
afa0WF6Ln44;krallice;ygg huur
wrEf-GoWq54;deradoorian;the expanding flower planet   ft. spectrum pulse
ERDnCulXJB8;macklemore and ryan lewis;downtown track
MOAxsCaBaU4;destroyer;poison season
ceGwAb1HiAY;the weeknd;beauty behind the madness
jjORabLD8Y0;dope body;kunk
-uzLOwBzevU;carly rae jepsen;emotion
bNSgWqhyTfc;beach house;depression cherry
QBm3upSqKvw;cal chuchesta;the new calassic mixtape
NTyqliFaMbk;ghost;meliora
iphA405OvIU;mick jenkins;wave[s] ep
sOt6TERBG-g;health;death magic
Sn9tZQPLxaE;fka twigs;m3ll155x ep
0dc-pNv6gwA;cattle decapitation;the anthropocene extinction
b3wTyu80eVM;grave babies;holographic violence
RhDd_G4nGZ0;dr. dre;compton
xCwJfkGdaFo;chelsea wolfe;abyss
swQI_FNyS6M;lil dicky;professional rapper
WR8zJeHPIXI;lee scott;butter fly
Emyn3FF_V18;lianne la havas;blood
uSLzYLdocHY;pissgrave;suicide euphoria
QPH3sIULI30;wilco;star wars
qVzscNOR2NQ;mac demarco;another one   ft. artv s
JiMbWIN811g;titus andronicus;the most lamentable tragedy
